"mat.nr","name","gender","birthday","course","semester","subject","attempt","score"
"260545","Ruiz, Daniel","m",2001-09-04,"Ba CS",5,"OOP",1,99
"480957","Pham, Ryan","m",1997-01-17,"Ba CS",5,"Computer Networks",1,79
"819137","Lewis, Kenneth","m",2001-09-14,"Ba CS",2,"Software Engineering",1,70
"947778","Hanna, Joshua","m",1995-04-24,"Ba BIS",8,"Software Engineering",1,75
"538007","Duran, Ashley","f",1993-06-18,"Ba CS",5,"OOP",1,83
"620611","Napue, Jamill","m",2003-11-12,"Ba BIS",2,"Mathematics",1,78
"408061","Clary, Jordan","m",2001-05-14,"Ba CS",5,"Data Bases",1,92
"762985","Homminga, Marcus","m",2002-06-13,"Ba CS",10,"OOP",1,81
"739645","Leyva, Julio","m",1995-07-26,"Ba CS",17,"Computer Networks",1,98
"335868","Yan, Savion","m",2000-04-04,"Ba CS",6,"Computer Networks",1,91
"324352","Michael, Andrew","m",1992-09-04,"Ba CS",3,"Computer Networks",1,87
"858134","Loi, Teresa","f",1996-06-23,"Ba CS",10,"Computer Networks",1,57
"806633","Rodriguez, Kursh","m",1990-06-04,"Ba BIS",2,"Formal Languages",1,79
"112434","Rochelle, Abigail","f",2002-05-10,"Ba CS",9,"OOP",1,67
"990868","Scarborough, Jermille","m",1993-09-11,"Ba CS",6,"OOP",1,93
"903610","Cumley, Cody","m",1998-01-08,"Ba BIS",4,"OOP",1,59
"208422","Charley, Kimiko","f",1991-05-18,"Ba CS",8,"OOP",1,65
"275208","Jordan, Pete","m",2000-05-10,"Ba CS",12,"Mathematics",1,81
"964593","Clawson, Trevor","m",2001-08-01,"Ba BIS",8,"Data Bases",1,76
"206631","el-Hares, Mus'ab","m",2002-06-21,"Ba CS",2,"Mathematics",1,94
"915523","Zambrano, Eduardo","m",1994-02-19,"Ba BIS",8,"Formal Languages",1,88
"161498","Nolte, Jay","m",2002-08-29,"Ba BIS",4,"Software Engineering",1,63
"617337","Midgyett, Joshua","m",1991-11-27,"Ba BIS",4,"Mathematics",1,101
"276168","al-Dia, Haakima","f",2001-04-01,"Ba BIS",8,"Computer Networks",1,95
"159395","el-Hatem, Shuraih","m",1995-07-04,"Ba CS",6,"Computer Networks",1,73
"864094","Thompson, Monique","f",1990-02-23,"Ba CS",8,"OOP",1,73
"744304","Page, Zachary","m",1993-10-11,"Ba CS",10,"Mathematics",1,73
"607194","Worley, Garrett","m",1996-03-02,"Ba CS",10,"Computer Networks",1,66
"576482","Bentz, Jeremy","m",2004-08-29,"Ba CS",6,"OOP",1,52
"579771","Deluera, Christopher","m",1994-05-21,"Ba CS",1,"Mathematics",1,67
"576186","Martin, Dominieck","m",2001-12-20,"Ba CS",2,"Data Bases",1,95
"264601","Sechereh, Turell","m",1991-10-18,"Ba BIS",4,"Computer Networks",1,61
"619000","Lujan, Alexandria","f",2000-11-02,"Ba CS",10,"OOP",1,69
"937704","Stapp, Blake","m",1992-05-15,"Ba CS",8,"Mathematics",1,61
"606632","Montez, Juan","m",1996-09-20,"Ba CS",20,"Formal Languages",1,80
"862171","Nguyen, Prashan","m",1994-01-15,"Ba CS",6,"Mathematics",1,69
"744549","el-Hosein, Maa'iz","m",2004-07-14,"Ba CS",4,"Formal Languages",1,70
"895272","Salvo, Derek","m",2002-04-12,"Ba BIS",20,"Computer Networks",1,70
"112434","Rochelle, Abigail","f",2002-05-10,"Ba CS",9,"Mathematics",1,71
"848671","Garza, Mystic","f",2000-03-31,"Ba CS",6,"OOP",1,79
"592484","Lopez, Andrew","m",1991-08-08,"Ba BIS",9,"Computer Networks",1,88
"666770","Noe, Savanna","f",1991-06-19,"Ba CS",18,"Software Engineering",1,96
"131340","el-Bacho, Raadi","m",1992-01-26,"Ba CS",5,"Formal Languages",1,62
"291653","French, Stephen","m",2004-01-29,"Ba CS",10,"Mathematics",1,80
"817155","Graziano, Ryan","m",1996-07-28,"Ba BIS",5,"Mathematics",1,55
"964438","Brave, Brittany","f",1990-09-19,"Ba BIS",7,"Data Bases",1,70
"206631","el-Hares, Mus'ab","m",2002-06-21,"Ba CS",2,"Formal Languages",1,71
"263167","al-Basa, Rabi","m",1994-06-12,"Ba CS",2,"Software Engineering",1,87
"261136","Wilcox, Justin","m",2002-03-20,"Ba CS",8,"Mathematics",1,60
"860669","Jones, Austin","m",2001-03-28,"Ba BIS",6,"OOP",1,54
"318977","Compton, Azahrae","f",1995-06-25,"Ba CS",17,"Computer Networks",1,88
"221364","Diazdeleon, Elide","f",1993-01-18,"Ba BIS",10,"Formal Languages",1,80
"432743","Burger, Carla","f",1990-09-30,"Ba CS",7,"Computer Networks",1,80
"840438","Kim, Mary","f",1995-10-15,"Ba BIS",10,"Software Engineering",1,77
"153150","Lee, Glenn","m",1998-03-13,"Ba CS",12,"Mathematics",1,83
"275208","Jordan, Pete","m",2000-05-10,"Ba CS",12,"Software Engineering",1,76
"294113","Henderson, Javier","m",1992-11-19,"Ba CS",9,"OOP",1,73
"433857","al-Saidi, Badri","m",1990-11-07,"Ba CS",8,"OOP",1,74
"762941","Martinez, Roberto","m",1990-08-02,"Ba BIS",20,"Formal Languages",1,72
"668928","Salter, Jaylen","m",2004-03-20,"Ba CS",10,"Formal Languages",1,95
"482554","Hines, Evan","m",1995-01-08,"Ba CS",19,"Mathematics",1,97
"584214","Casados, Victor","m",1999-12-26,"Ba CS",6,"Data Bases",1,61
"653685","Murphy, Maxwell","m",2003-03-02,"Ba CS",19,"Computer Networks",1,53
"658349","Vargas, Gilbert","m",1998-02-18,"Ba CS",2,"Data Bases",1,87
"510166","Suarez, Roland","m",1995-10-26,"Ba CS",3,"Software Engineering",1,98
"957168","el-Yassin, Mutlaq","m",1990-05-09,"Ba BIS",2,"Mathematics",1,71
"584214","Casados, Victor","m",1999-12-26,"Ba CS",6,"Mathematics",1,99
"924224","Kruse, Lance","m",2004-08-16,"Ba CS",10,"OOP",1,97
"192161","Nguyen, Jordan","m",2001-01-01,"Ba BIS",8,"Computer Networks",1,81
"861414","Kirven, William","m",1998-11-26,"Ba CS",2,"Mathematics",1,85
"430240","al-Nasir, Talaal","m",1994-10-19,"Ba CS",3,"Formal Languages",1,73
"560323","Holmlund, Jesse","m",1990-02-22,"Ba CS",16,"OOP",1,59
"537027","Beaulieu, Tanner","m",1992-10-16,"Ba CS",4,"Computer Networks",1,87
"224403","Doub, Christian","m",2000-06-29,"Ba BIS",14,"Data Bases",1,87
"591263","el-Hammad, Hishaam","m",1993-08-22,"Ba BIS",16,"Mathematics",1,81
"576482","Bentz, Jeremy","m",2004-08-29,"Ba CS",6,"Formal Languages",1,87
"648288","Fletcher-Pettis, Kyle","m",1992-11-21,"Ba CS",10,"Software Engineering",1,114
"196672","Stokes, Joshua","m",1997-05-12,"Ba CS",6,"Formal Languages",1,80
"190889","Bentley, Michael","m",1993-07-04,"Ba CS",2,"OOP",1,91
"858378","Banuelos Gandara, Jose","m",2001-03-17,"Ba CS",10,"Computer Networks",1,79
"704526","Mansfield, Brent","m",1996-01-23,"Ba CS",15,"Data Bases",1,78
"957168","el-Yassin, Mutlaq","m",1990-05-09,"Ba BIS",2,"OOP",1,90
"491830","el-Abed, Mu,Aawiya","m",1993-09-07,"Ba BIS",10,"Data Bases",1,76
"452232","al-Tamer, Ayyoob","m",1991-12-10,"Ba CS",4,"Data Bases",1,94
"262565","Cardoza, Samara","f",1990-01-04,"Ba CS",15,"OOP",1,82
"265780","el-Elbaz, Saamir","m",1990-06-29,"Ba CS",8,"Data Bases",1,70
"901246","al-Farooqui, Waail","m",1996-01-31,"Ba BIS",10,"Data Bases",1,86
"843652","Spencer, John","m",1998-12-15,"Ba BIS",1,"Formal Languages",1,70
"713047","Butcher, Stephen","m",1995-11-25,"Ba CS",6,"OOP",1,83
"803849","Ibarra, Justine","f",2004-10-05,"Ba CS",4,"Software Engineering",1,88
"302756","Fugett, Nathaniel","m",1999-06-09,"Ba CS",3,"Data Bases",1,81
"658349","Vargas, Gilbert","m",1998-02-18,"Ba CS",2,"Formal Languages",1,69
"625874","Serrano Jr, Sergio","m",1998-04-19,"Ba BIS",10,"Formal Languages",1,70
"532694","Tate, Tristen","m",2002-08-16,"Ba CS",6,"OOP",1,118
"432743","Burger, Carla","f",1990-09-30,"Ba CS",7,"Software Engineering",1,85
"181525","Zullali, Sean","m",1992-08-25,"Ba BIS",6,"Software Engineering",1,55
"846454","Gilbert-Mayes, Trevon","m",1999-07-09,"Ba CS",4,"Computer Networks",1,77
"145871","Hayman, Kellen","m",1992-02-26,"Ba CS",4,"Software Engineering",1,70
"844832","el-Hadi, Muntaha","f",2003-12-19,"Ba BIS",6,"Data Bases",1,81
"192161","Nguyen, Jordan","m",2001-01-01,"Ba BIS",8,"OOP",1,101
"119309","el-Baccus, Shaafi","m",1995-01-21,"Ba CS",4,"OOP",1,67
"190889","Bentley, Michael","m",1993-07-04,"Ba CS",2,"Formal Languages",1,68
"383262","George, Sean","m",2001-06-11,"Ba CS",2,"OOP",1,73
"903610","Cumley, Cody","m",1998-01-08,"Ba BIS",4,"Software Engineering",1,101
"594226","Baker, Scott","m",1994-05-14,"Ba CS",8,"OOP",1,78
"460373","Ortiz, Brittney","f",1991-10-04,"Ba BIS",4,"Formal Languages",1,53
"190889","Bentley, Michael","m",1993-07-04,"Ba CS",2,"Software Engineering",1,89
"591247","Houser, Tyler","m",1999-11-03,"Ba BIS",15,"Software Engineering",1,98
"493298","Bowen, Armoni","m",1991-08-17,"Ba CS",4,"Data Bases",1,64
"634659","Jackson, Sierra","f",1998-07-09,"Ba CS",16,"OOP",1,72
"746609","Smith, Simon","m",1991-09-02,"Ba CS",10,"Mathematics",1,62
"430240","al-Nasir, Talaal","m",1994-10-19,"Ba CS",3,"Mathematics",1,91
"906216","Nguyen, Kaleb","m",1992-11-16,"Ba BIS",15,"OOP",1,75
"960218","Aust, Thomas","m",2000-09-22,"Ba BIS",10,"Software Engineering",1,71
"891120","Whiteside, Kingahnah","m",1992-06-27,"Ba BIS",4,"OOP",1,81
"232759","Phillips, Orion","m",2004-10-26,"Ba CS",16,"Formal Languages",1,67
"704526","Mansfield, Brent","m",1996-01-23,"Ba CS",15,"Formal Languages",1,76
"170913","Tapia, Andrew","m",1992-07-27,"Ba CS",8,"Data Bases",1,78
"784621","al-Ghazal, Suwailim","m",2001-11-07,"Ba CS",6,"OOP",1,83
"762080","Herrera, Logan","m",2001-12-01,"Ba CS",15,"Software Engineering",1,61
"723369","Murphy, David","m",2003-07-24,"Ba CS",10,"OOP",1,70
"145871","Hayman, Kellen","m",1992-02-26,"Ba CS",4,"Mathematics",1,41
"643179","Cooper, Rakem","m",1994-01-31,"Ba BIS",7,"OOP",1,74
"498039","Rackley, Kelvin","m",1996-03-01,"Ba CS",8,"Software Engineering",1,58
"272198","el-Saade, Mamoon","m",1997-11-21,"Ba CS",8,"Formal Languages",1,80
"664970","Silva, Deion","m",1991-06-07,"Ba BIS",8,"OOP",1,98
"200091","Thompson, Kenyon","m",2001-06-22,"Ba CS",8,"Computer Networks",1,77
"217771","Coleman, Charles","m",1997-05-16,"Ba CS",3,"Computer Networks",1,71
"579771","Deluera, Christopher","m",1994-05-21,"Ba CS",1,"Software Engineering",1,91
"815665","Dewaard, Brent","m",1998-08-14,"Ba CS",7,"Data Bases",1,81
"127113","al-Salik, Munisa","f",1992-03-08,"Ba CS",9,"Software Engineering",1,77
"725632","Montoya, Antonio","m",1997-05-02,"Ba CS",6,"OOP",1,88
"219403","el-Jaber, Khaira","f",2000-05-11,"Ba CS",8,"Computer Networks",1,74
"753321","el-Wahba, Mayyaada","f",1997-12-19,"Ba CS",15,"Computer Networks",1,77
"578259","Sameshima, Benjamin","m",1993-08-01,"Ba BIS",8,"Data Bases",1,76
"919825","Lucero Pena, Christopher","m",2003-10-04,"Ba CS",4,"Software Engineering",1,70
"356899","Morgan, Mika","f",1998-10-23,"Ba CS",7,"Data Bases",1,47
"223826","Valenzuela Burciaga, James","m",1991-10-21,"Ba CS",8,"Formal Languages",1,59
"340311","Meno, Gursev","m",1996-12-01,"Ba CS",4,"Mathematics",1,94
"202179","Tran, Christian","m",1999-02-21,"Ba CS",1,"Data Bases",1,71
"416421","Casillas, James","m",1994-01-27,"Ba BIS",3,"OOP",1,65
"351413","Gonzales, Michael","m",1996-08-18,"Ba CS",17,"Data Bases",1,67
"356199","Harper, Olivet","m",1993-08-17,"Ba BIS",2,"Software Engineering",1,91
"249605","al-Satter, Awad","m",1991-10-31,"Ba CS",10,"Computer Networks",1,110
"276168","al-Dia, Haakima","f",2001-04-01,"Ba BIS",8,"Software Engineering",1,99
"304351","Frazier, Gage","m",1991-04-07,"Ba CS",6,"OOP",1,93
"989426","Perkins, Antonio","m",2002-01-18,"Ba CS",7,"Software Engineering",1,80
"319006","Hess, Cody","m",2001-04-15,"Ba CS",9,"Data Bases",1,81
"615340","el-Qazi, Maajid","m",1995-07-15,"Ba BIS",6,"OOP",1,94
"903610","Cumley, Cody","m",1998-01-08,"Ba BIS",4,"Computer Networks",1,110
"133192","Weinberg, Da Ham","m",1995-01-03,"Ba BIS",8,"OOP",1,76
"611917","al-Wahab, Wajeeb","m",1995-09-25,"Ba CS",2,"Formal Languages",1,97
"956265","el-Mansoor, Abdul Wahaab","m",2000-03-11,"Ba CS",10,"OOP",1,90
"568147","Yeturi, Sam","m",1993-04-24,"Ba CS",4,"Mathematics",1,67
"814669","Vongrith, Cheyenne","f",2004-05-21,"Ba CS",13,"Software Engineering",1,86
"208422","Charley, Kimiko","f",1991-05-18,"Ba CS",8,"Software Engineering",1,89
"150360","Villalobos Sanchez, Gustavo","m",1999-10-23,"Ba CS",10,"OOP",1,100
"647370","Oaxaca, Kyle","m",1994-08-12,"Ba BIS",8,"Formal Languages",1,62
"299244","Bear, Jessica","f",1997-06-10,"Ba BIS",1,"OOP",1,66
"775862","el-Mansour, Awaatif","f",1998-02-27,"Ba CS",2,"Computer Networks",1,60
"351413","Gonzales, Michael","m",1996-08-18,"Ba CS",17,"Formal Languages",1,72
"575583","Straten, Drew","m",1999-09-03,"Ba BIS",2,"Mathematics",1,60
"726947","el-Naqvi, Abdul Lateef","m",2001-08-05,"Ba CS",5,"Software Engineering",1,74
"416421","Casillas, James","m",1994-01-27,"Ba BIS",3,"Data Bases",1,82
"901546","Nguyen, Daniel","m",1996-12-24,"Ba CS",13,"Computer Networks",1,32
"662501","Seitz, Johnathan","m",2004-01-14,"Ba BIS",6,"Data Bases",1,70
"339740","al-Afzal, Nawaal","f",2003-12-22,"Ba CS",9,"Formal Languages",1,80
"941692","Yang, Judy","f",1997-08-10,"Ba CS",8,"Mathematics",1,69
"870030","Han, Atif","m",1999-10-21,"Ba BIS",4,"Formal Languages",1,51
"327451","Calhoun, Jordan","m",1992-09-29,"Ba BIS",4,"Computer Networks",1,63
"687433","Canuto, Chandler","m",1999-05-13,"Ba CS",1,"Computer Networks",1,81
"830178","Najera, Artemisa","f",1998-06-19,"Ba CS",10,"Software Engineering",1,65
"910078","el-Salman, Saleet","m",1999-07-19,"Ba CS",15,"Data Bases",1,66
"302756","Fugett, Nathaniel","m",1999-06-09,"Ba CS",3,"OOP",1,58
"664301","Hassell, Lewis","m",1999-02-27,"Ba BIS",2,"Computer Networks",1,49
"433400","Schipper, Tre","m",2001-12-02,"Ba CS",4,"Software Engineering",1,86
"714018","Johnson, Colen","m",1991-03-20,"Ba CS",4,"Computer Networks",1,71
"406719","Mace, Iaasic","m",1994-05-29,"Ba CS",9,"Software Engineering",1,71
"971690","Robinson, Mahlon","m",1999-12-08,"Ba BIS",10,"Formal Languages",1,90
"849266","al-Dallal, Naasif","m",1995-05-27,"Ba CS",7,"Data Bases",1,100
"756426","Young, Jesus","m",2004-03-11,"Ba CS",4,"Software Engineering",1,80
"412314","el-Rehmann, Muzna","f",1991-02-20,"Ba CS",9,"Computer Networks",1,59
"312692","Zelalem, Ebony","f",1999-12-03,"Ba CS",4,"Mathematics",1,58
"236641","Simpson, Isaiah","m",2003-03-30,"Ba CS",7,"Software Engineering",1,64
"633246","Begay, Dashawn","m",1999-03-12,"Ba CS",5,"Software Engineering",1,81
"591907","Gurule, Robert","m",1998-03-08,"Ba CS",4,"Software Engineering",1,76
"431714","Davis, Randal","m",2004-08-23,"Ba CS",9,"Data Bases",1,99
"261136","Wilcox, Justin","m",2002-03-20,"Ba CS",8,"Data Bases",1,110
"511829","al-Munir, Izzat","m",1999-07-01,"Ba BIS",5,"Mathematics",1,39
"411275","Bedolla, Allen","m",1991-08-01,"Ba BIS",10,"Data Bases",1,57
"514135","el-Syed, Kanaan","m",1998-05-23,"Ba CS",8,"Data Bases",1,55
"666770","Noe, Savanna","f",1991-06-19,"Ba CS",18,"Data Bases",1,60
"852833","Wongveerakul, Andrew","m",1998-10-30,"Ba BIS",7,"Mathematics",1,94
"335868","Yan, Savion","m",2000-04-04,"Ba CS",6,"OOP",1,63
"418397","Worthington, Yerusalem","f",1995-04-14,"Ba CS",8,"OOP",1,61
"758993","Holland, Anthony","m",1995-03-12,"Ba CS",10,"Mathematics",1,66
"339231","Waldon, Yohannes","m",2000-01-15,"Ba BIS",4,"Formal Languages",1,76
"892363","Pavisook, Cody","m",2000-05-29,"Ba CS",3,"Mathematics",1,82
"521412","Purnell, Richard","m",1997-12-18,"Ba CS",4,"Computer Networks",1,70
"646432","Fry, Joshua","m",1993-10-15,"Ba CS",10,"Mathematics",1,86
"960787","Moreno-Fonseca, Raul","m",1999-08-01,"Ba BIS",5,"Mathematics",1,69
"966379","Osazuwa, Amos","m",1992-04-25,"Ba CS",4,"Computer Networks",1,67
"282308","Gates, Frank","m",1999-01-27,"Ba CS",6,"Formal Languages",1,90
"340891","Chaloupka, Marina","f",2003-01-18,"Ba CS",8,"OOP",1,73
"606632","Montez, Juan","m",1996-09-20,"Ba CS",20,"Software Engineering",1,106
"849266","al-Dallal, Naasif","m",1995-05-27,"Ba CS",7,"OOP",1,77
"344967","Daniel, Adrian Phil","m",1997-06-29,"Ba CS",8,"Mathematics",1,48
"568147","Yeturi, Sam","m",1993-04-24,"Ba CS",4,"Software Engineering",1,72
"617337","Midgyett, Joshua","m",1991-11-27,"Ba BIS",4,"Software Engineering",1,85
"594226","Baker, Scott","m",1994-05-14,"Ba CS",8,"Computer Networks",1,63
"641167","Hayes, Rylan","m",1993-06-06,"Ba CS",6,"Computer Networks",1,71
"952063","Kang, Mitchell","m",1992-03-02,"Ba CS",14,"Computer Networks",1,41
"234536","Sproveri, Zachary","m",2004-09-17,"Ba CS",10,"Software Engineering",1,71
"989426","Perkins, Antonio","m",2002-01-18,"Ba CS",7,"Formal Languages",1,83
"964438","Brave, Brittany","f",1990-09-19,"Ba BIS",7,"Mathematics",1,58
"642039","Begay, Stephon","m",1990-12-06,"Ba CS",20,"OOP",1,74
"533091","al-Ismail, Razeen","m",2002-06-05,"Ba CS",1,"OOP",1,77
"278015","Martinez, Devin","f",1993-11-04,"Ba CS",4,"Formal Languages",1,103
"651142","Werner, Hayden","m",1995-11-27,"Ba BIS",13,"Formal Languages",1,107
"625377","Bigback, Naomi","f",1999-03-25,"Ba BIS",10,"Software Engineering",1,25
"918056","Willcutt, Rachael","f",1993-12-26,"Ba CS",4,"Mathematics",1,93
"957168","el-Yassin, Mutlaq","m",1990-05-09,"Ba BIS",2,"Software Engineering",1,75
"576881","Luong, Sara","f",2002-03-06,"Ba CS",2,"Mathematics",1,75
"133192","Weinberg, Da Ham","m",1995-01-03,"Ba BIS",8,"Data Bases",1,91
"265780","el-Elbaz, Saamir","m",1990-06-29,"Ba CS",8,"Software Engineering",1,93
"729372","Ferretti, Christopher","m",1996-03-19,"Ba CS",3,"Formal Languages",1,96
"265780","el-Elbaz, Saamir","m",1990-06-29,"Ba CS",8,"Computer Networks",1,63
"418397","Worthington, Yerusalem","f",1995-04-14,"Ba CS",8,"Formal Languages",1,72
"324352","Michael, Andrew","m",1992-09-04,"Ba CS",3,"OOP",1,64
"634659","Jackson, Sierra","f",1998-07-09,"Ba CS",16,"Formal Languages",1,52
"493298","Bowen, Armoni","m",1991-08-17,"Ba CS",4,"Computer Networks",1,91
"287937","Garcia, Tucker","m",1998-05-11,"Ba CS",1,"Data Bases",1,56
"150360","Villalobos Sanchez, Gustavo","m",1999-10-23,"Ba CS",10,"Formal Languages",1,90
"758993","Holland, Anthony","m",1995-03-12,"Ba CS",10,"Computer Networks",1,92
"210438","Gallardo, Joseph","m",1992-07-06,"Ba CS",13,"Software Engineering",1,91
"642039","Begay, Stephon","m",1990-12-06,"Ba CS",20,"Data Bases",1,75
"191156","Ault Booneel, Jumaal","m",1990-12-18,"Ba CS",5,"Mathematics",1,68
"282308","Gates, Frank","m",1999-01-27,"Ba CS",6,"OOP",1,74
"601915","Quezada, Carlos","m",1998-07-18,"Ba CS",16,"Computer Networks",1,95
"514135","el-Syed, Kanaan","m",1998-05-23,"Ba CS",8,"Formal Languages",1,82
"997300","Caballero, Wing","m",1997-01-18,"Ba BIS",4,"Software Engineering",1,81
"191156","Ault Booneel, Jumaal","m",1990-12-18,"Ba CS",5,"Formal Languages",1,72
"342366","Laner, Steven","m",1990-11-25,"Ba BIS",4,"Software Engineering",1,83
"114620","Perales, Trevor","m",1996-06-29,"Ba CS",5,"OOP",1,65
"615340","el-Qazi, Maajid","m",1995-07-15,"Ba BIS",6,"Data Bases",1,64
"941716","Rocha, Ronald","m",2001-05-16,"Ba CS",10,"OOP",1,52
"965361","Ladue, Michael","m",2001-01-23,"Ba CS",8,"Mathematics",1,80
"837659","Kohlgraf, Cheyenna","f",1995-06-05,"Ba CS",11,"Formal Languages",1,91
"988652","Ellis, Zsirahd","m",1995-10-14,"Ba CS",1,"Computer Networks",1,59
"821755","Lindsey, Nathan","m",1996-11-29,"Ba CS",8,"Formal Languages",1,74
"260545","Ruiz, Daniel","m",2001-09-04,"Ba CS",5,"Computer Networks",1,85
"954067","el-Rizk, Abdul Haadi","m",1994-11-30,"Ba CS",10,"Computer Networks",1,68
"407226","el-Mohammad, Faadi","m",1992-07-28,"Ba CS",3,"Computer Networks",1,93
"856333","Sharza, Michael","m",1993-02-18,"Ba CS",7,"Mathematics",1,81
"701383","al-Elbaz, Haniyya","f",2004-08-04,"Ba CS",4,"OOP",1,89
"937560","Parson, Dj Ayla","f",1997-05-07,"Ba CS",6,"Computer Networks",1,86
"831740","Harris, Martin","m",1991-12-23,"Ba CS",4,"Formal Languages",1,66
"887029","Meltesen-Lee, Daniel","m",2001-03-31,"Ba BIS",2,"Mathematics",1,67
"304351","Frazier, Gage","m",1991-04-07,"Ba CS",6,"Mathematics",1,77
"329660","Baig, Shannon","f",2003-02-24,"Ba CS",13,"Computer Networks",1,86
"108186","Mendez, Rocky","m",1992-12-23,"Ba CS",1,"Data Bases",1,72
"852879","Williams, Eyob","m",1991-06-13,"Ba CS",17,"Computer Networks",1,37
"965770","Banks, Jovan","m",1999-06-29,"Ba CS",6,"OOP",1,76
"843539","Yazzie, Richard","m",2002-06-17,"Ba CS",8,"Data Bases",1,60
"903393","Smith, Jeremy","m",1995-07-28,"Ba CS",1,"Formal Languages",1,58
"858134","Loi, Teresa","f",1996-06-23,"Ba CS",10,"OOP",1,90
"626007","Hazelwood, Brett","m",1990-02-14,"Ba BIS",6,"Software Engineering",1,65
"849266","al-Dallal, Naasif","m",1995-05-27,"Ba CS",7,"Formal Languages",1,43
"341302","Perez, Jeffrey","m",2000-04-16,"Ba BIS",4,"Mathematics",1,50
"445001","el-Toure, Husaam","m",2003-10-02,"Ba CS",8,"Data Bases",1,46
"668904","Daugherty, Shawna","f",1992-09-28,"Ba CS",8,"Data Bases",1,79
"340311","Meno, Gursev","m",1996-12-01,"Ba CS",4,"Software Engineering",1,91
"262565","Cardoza, Samara","f",1990-01-04,"Ba CS",15,"Mathematics",1,65
"275208","Jordan, Pete","m",2000-05-10,"Ba CS",12,"OOP",1,74
"114000","Glass, Kaitlyn","f",1990-03-13,"Ba CS",5,"Software Engineering",1,62
"480231","Lynch, Isaac","m",1994-04-12,"Ba CS",7,"Data Bases",1,55
"281224","Wingo, Kedrick","m",1991-11-06,"Ba CS",2,"Software Engineering",1,102
"120722","Lucero, Andrez","m",1992-01-20,"Ba CS",2,"Mathematics",1,69
"852833","Wongveerakul, Andrew","m",1998-10-30,"Ba BIS",7,"OOP",1,77
"196672","Stokes, Joshua","m",1997-05-12,"Ba CS",6,"OOP",1,62
"795175","Canono, Sayfa","m",1994-08-07,"Ba BIS",2,"Mathematics",1,85
"737427","Marshall, Bruce","m",1997-08-15,"Ba CS",2,"Data Bases",1,62
"418397","Worthington, Yerusalem","f",1995-04-14,"Ba CS",8,"Mathematics",1,88
"901246","al-Farooqui, Waail","m",1996-01-31,"Ba BIS",10,"Software Engineering",1,65
"620611","Napue, Jamill","m",2003-11-12,"Ba BIS",2,"Formal Languages",1,72
"651142","Werner, Hayden","m",1995-11-27,"Ba BIS",13,"Computer Networks",1,77
"170108","Usher-Zamora, Jonathan","m",1996-02-03,"Ba CS",6,"Data Bases",1,84
"954067","el-Rizk, Abdul Haadi","m",1994-11-30,"Ba CS",10,"OOP",1,83
"466482","Mangat, Emily","f",2002-12-22,"Ba CS",8,"Computer Networks",1,69
"639063","Jung, Timothy","m",2000-01-09,"Ba CS",5,"Formal Languages",1,94
"645061","Williamson, Michael","m",1999-07-24,"Ba BIS",11,"OOP",1,71
"901798","Yeo, Jyun Hee","m",2000-08-03,"Ba CS",6,"Data Bases",1,42
"686049","Lovato, Dustin","m",1995-07-29,"Ba BIS",20,"Software Engineering",1,94
"221364","Diazdeleon, Elide","f",1993-01-18,"Ba BIS",10,"Computer Networks",1,84
"672177","Gray, Tyzeijah","f",1991-02-12,"Ba CS",4,"Data Bases",1,85
"107116","Dodds, Nicholas","m",1994-09-25,"Ba BIS",12,"Mathematics",1,46
"308443","Lung, William","m",1992-11-05,"Ba BIS",2,"Software Engineering",1,82
"807370","Pfannenstiel, Alec","m",1995-08-25,"Ba CS",9,"Data Bases",1,73
"406719","Mace, Iaasic","m",1994-05-29,"Ba CS",9,"Formal Languages",1,93
"561957","Bustillos, George","m",1993-02-08,"Ba CS",1,"Data Bases",1,76
"452495","Zhu, Jota","m",1997-11-26,"Ba BIS",6,"OOP",1,55
"895272","Salvo, Derek","m",2002-04-12,"Ba BIS",20,"Formal Languages",1,61
"450146","Underwood, Wallace","m",1990-04-30,"Ba CS",10,"OOP",1,85
"131378","Ho, Nathaniel","m",2003-01-21,"Ba CS",10,"Mathematics",1,80
"131378","Ho, Nathaniel","m",2003-01-21,"Ba CS",10,"Data Bases",1,85
"722045","Angel, Kimberly","f",1992-12-05,"Ba CS",10,"Mathematics",1,69
"673120","Harris, Dashawn","m",1995-05-30,"Ba BIS",6,"Formal Languages",1,87
"501396","Wommack, Kathryn","f",2001-05-25,"Ba CS",10,"Software Engineering",1,82
"136384","Nguyen, Russell","m",1995-05-29,"Ba CS",1,"Mathematics",1,90
"786525","al-Zia, Razeen","m",2002-03-07,"Ba CS",14,"Formal Languages",1,75
"145871","Hayman, Kellen","m",1992-02-26,"Ba CS",4,"Formal Languages",1,75
"132731","Foxworthy, Christian","m",1993-11-28,"Ba CS",2,"Computer Networks",1,63
"576482","Bentz, Jeremy","m",2004-08-29,"Ba CS",6,"Mathematics",1,89
"756426","Young, Jesus","m",2004-03-11,"Ba CS",4,"Computer Networks",1,103
"474091","Magers, Kiana","f",1996-06-18,"Ba BIS",9,"Software Engineering",1,84
"519669","el-Harron, Hawraa","f",1993-10-06,"Ba CS",19,"Mathematics",1,60
"739645","Leyva, Julio","m",1995-07-26,"Ba CS",17,"Data Bases",1,75
"168542","Reed, Dakota","m",1995-12-26,"Ba CS",8,"Mathematics",1,80
